Tahun;Kode_BLU;Nama_BLU;Pendapatan_akhir;Pendapatan_tengah;Subrumpun;Wilayah;Inflasi_maret;PDRB;Pertumbuhan_ekonomi;Kebijakan_fiskal;BI_Rate;Suku_Bunga;Tingkat_Kemiskinan;Tingkat_Pengangguran
2020;415551;RS PARU DR. ARIO WIRAWAN SALATIGA;73534060479;36747683887;RS Kemenkes;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;415567;RS ORTHOPAEDI PROF. DR.R. SOEHARSO SURAKARTA;2.06627E+11;1.15447E+11;RS Kemenkes;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;415573;RSU PUSAT DR. SOERADJI TIRTONEGORO;3.00322E+11;1.75823E+11;RS Kemenkes;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;415582;RUMAH SAKIT UMUM DR SARDJITO YOGYAKARTA;9.93863E+11;5.20916E+11;RS Kemenkes;Di Yogyakarta;0.12;1.38E+14;-2.68;3;14105;4.5;12.28;3.38
2020;415598;RUMAH SAKIT JIWA DR. RADJIMAN WEDIODININGRAT LAWANG;61124595665;32907955908;RS Kemenkes;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;415602;BALAI BESAR LABORATORIUM KESEHATAN SURABAYA;15432902604;8872134313;Balai Kesehatan;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;415655;BALAI BESAR LABORATORIUM KESEHATAN MAKASSAR;7427876254;2781483439;Balai Kesehatan;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;415661;RUMAH SAKIT UMUM SANGLAH DENPASAR;7.67618E+11;4.46356E+11;RS Kemenkes;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;415670;RUMAH SAKIT KETERGANTUNGAN OBAT JAKARTA;21128994734;9455511989;RS Kemenkes;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;415706;RUMAH SAKIT PENYAKIT INFEKSI PROF.DR.SULIANTI SAROSO JAKARTA;1.27946E+11;24663195013;RS Kemenkes;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;418378;RSPAD GATOT SUBROTO;9.14263E+11;5.12299E+11;RS TNI;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;418382;RUMKIT TK.IV DR. BRATANATA UNANG KESDAM II/SWJ;83888167143;50630562553;RS TNI;Jambi;-0.64;4.84E+13;-0.51;3;14105;4.5;7.58;4.26
2020;418383;RUMKIT TK.II DUSTIRA KESDAM III/SLW;2.32779E+11;1.35466E+11;RS TNI;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;418384;RUMKIT TK.III CIREMAI KESDAM III/SLW;1.01736E+11;45859634800;RS TNI;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;418385;Rumkit Tk.IV Guntur Kesdam III/Slw;16534215402;0;RS TNI;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;418386;RUMKIT TK.IV SALAK KEDAM III/SLW;23690404617;0;RS TNI;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;418387;RUMKIT TK.II SOEDJONO KESDAM IV/DIP;1.36064E+11;69483793949;RS TNI;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;418388;RUMKIT TK.III WIJAYA KUSUMA KESDAM IV/DIP;86882399481;46930573535;RS TNI;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;418389;RUMKIT TK.II SOEPRAOEN KESDAM V/BRW;1.41605E+11;77662881322;RS TNI;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;418390;Rumkit Tk.II dr. Hardjanto Kesdam VI/Mlw;26920999318;0;RS TNI;Kalimantan Timur;-0.15;1.46E+14;-5.42;3;14105;4.5;6.1;6.72
2020;418391;RUMKIT TK.II PELAMONIA DAM XIV/HASANUDDIN;1.03722E+11;41223965897;RS TNI;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;418392;RUMKIT TK.III R.W. MONGINSIDI DAM XIII/MERDEKA;1.05203E+11;34237494680;RS TNI;Sulawesi Utara;-0.9;2.07E+13;-3.84;3;14105;4.5;7.62;5.34
2020;418393;RUMKIT TK.II UDAYANA KESDAM IX/UDY;48161201610;27267825812;RS TNI;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;418394;RUMKIT TK.II KARTIKA HUSADA KESDAM XII/TPR;46087302925;23220547345;RS TNI;Kalimantan Barat;-0.14;5.04E+13;-3.49;3;14105;4.5;7.17;5.81
2020;418397;RUMKIT TK.II M. RIDWAN MEURAKSA KESDAM JAYA;38484463283;0;RS TNI;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;418398;Rumkit Tk.II Banda Aceh Kesdam IM;11901303452;0;RS TNI;Aceh;3.59;1.61E+14;10.61;3;14105;4.5;14.99;6.59
2020;423501;UIN SYARIF HIDAYATULLAH JAKARTA;2.9618E+11;1.28598E+11;PTKIN;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;423523;UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG JATI BANDUNG;1.51736E+11;69782840208;PTKIN;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;423548;UIN SULTAN MAULANA HASANUDDIN BANTEN;52125445072;23467568830;PTKIN;Banten;0.7;1.46E+14;-3.39;3;14105;4.5;5.92;8.01
2020;423611;UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG;1.12781E+11;54828985560;PTKIN;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;423755;UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA;1.3293E+11;57257074033;PTKIN;Di Yogyakarta;0.12;1.38E+14;-2.68;3;14105;4.5;12.28;3.38
2020;423770;UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA;1.33704E+11;64587115096;PTKIN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;423792;INSTITUT AGAMA ISLAM NEGERI TULUNGAGUNG;36928387764;0;PTKIN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;423812;UNIVERSITAS ISLAM NEGERI (UIN) MAULANA MALIK IBRAHIM MALANG;1.37459E+11;77972098668;PTKIN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;423925;Universitas Islam Negeri Ar Raniry Darussalam Banda Aceh;81659041028;30617733621;PTKIN;Aceh;3.59;1.61E+14;10.61;3;14105;4.5;14.99;6.59
2020;424188;UIN SULTAN THAHA SAIFUDDIN JAMBI;64373903973;29535489498;PTKIN;Jambi;-0.64;4.84E+13;-0.51;3;14105;4.5;7.58;4.26
2020;439039;BADAN PENGELOLA DANA LINGKUNGAN HIDUP (BPDLH);1.12592E+11;39638220496;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;440781;PUSAT INVESTASI PEMERINTAH;3.7571E+11;1.71422E+11;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;446135;LEMBAGA PENGELOLA DANA BERGULIR KOPERASI DAN USAHA MIKRO KECIL DAN MENENGAH (LPDB-KUMKM);2.67246E+11;64349020948;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;446141;LEMBAGA LAYANAN PEMASARAN KOPERASI DAN USAHA KECIL DAN MENENGAH (LLP-KUKM);15694843159;5188561274;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;449731;POLITEKNIK PELAYARAN MALAHAYATI;22110879080;2237610201;Vokasi;Aceh;3.59;1.61E+14;10.61;3;14105;4.5;14.99;6.59
2020;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1.04396E+11;0;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;477120;POLITEKNIK ENERGI DAN MINERAL AKAMIGAS;48428428256;11662915224;Vokasi;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;477198;Politeknik Keuangan Negara STAN;6873632769;3463800934;Vokasi;Banten;0.7;1.46E+14;-3.39;3;14105;4.5;5.92;8.01
2020;499672;PUSAT PENGELOLAAN KOMPLEK GELANGGANG OLAH RAGA BUNG KARNO (BLU);1.41847E+11;77582160248;KAWASAN;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;499681;PUSAT PENGELOLAAN KOMPLEK KEMAYORAN (BLU);1.23146E+11;45848395358;KAWASAN;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;499962;UPT LEMBAGA PENGELOLA DANA DAN USAHA KEOLAHRAGAAN;14679088140;699315613;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;520611;RUMAH SAKIT ANAK DAN BUNDA HARAPAN KITA;2.68163E+11;1.42012E+11;RS Kemenkes;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;520628;RUMAH SAKIT JANTUNG HARAPAN KITA JAKARTA;6.9699E+11;3.84156E+11;RS Kemenkes;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;526181;POLITEKNIK PENERBANGAN SURABAYA;36973999011;14657634427;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;526217;POLITEKNIK PENERBANGAN MAKASSAR;27136705562;14449795419;Vokasi;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;526222;POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN;21796117719;4215456691;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;531954;POLITEKNIK PELAYARAN SURABAYA;1.07488E+11;42855746966;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;538815;RUMAH SAKIT UMUM PUSAT PROF.DR.R.D. KANDOU MANADO;5.46382E+11;2.88297E+11;RS Kemenkes;Sulawesi Utara;-0.9;2.07E+13;-3.84;3;14105;4.5;7.62;5.34
2020;538857;RUMAH SAKIT MATA MAKASSAR;3492393716;1539540104;Balai Kesehatan;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;548886;RUMAH SAKIT UMUM DR WAHIDIN SUDIRO-HUSODO MAKASSAR;5.60279E+11;3.27266E+11;RS Kemenkes;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;548890;RUMAH SAKIT KANKER DHARMAIS JAKARTA;7.40207E+11;4.38883E+11;RS Kemenkes;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;548929;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA GEOLOGI MINERAL DAN BATUBARA;30606230376;12180226529;Vokasi;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;559662;BADAN LAYANAN UMUM BALAI KESEHATAN PENERBANGAN;36624916187;13635106475;Balai Kesehatan;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;559683;BADAN LAYANAN UMUM BALAI BESAR KALIBRASI FASILITAS PENERBANGAN;1.23382E+11;23159845765;Balai Besar;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;579191;PUSAT PENELITIAN DAN PENGEMBANGAN GEOLOGI KELAUTAN;15312101960;9219345834;Balai Besar;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;579331;POLITEKNIK AKA BOGOR;15109308089;7904783067;Vokasi;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;604445;LEMBAGA MANAJEMEN ASET NEGARA;3.61561E+12;1.93489E+12;BARANG JASA LAINNYA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;631021;BADAN LAYANAN UMUM (BLU) PUSAT PENGELOLAAN DANA PEMBIAYAAN PERUMAHAN;4.35043E+11;1.91894E+11;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;632153;POLITEKNIK KESEHATAN BENGKULU;28548912296;13828756972;Vokasi;Bengkulu;0.89;7.33E+13;-0.74;3;14105;4.5;15.03;4.07
2020;632181;POLITEKNIK KESEHATAN DENPASAR;25664014321;9853184726;Vokasi;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;632200;POLITEKNIK KESEHATAN JAKARTA II;29369932441;14453740350;Vokasi;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;632217;POLITEKNIK KESEHATAN JAKARTA III;29822790130;10558224716;Vokasi;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;632221;POLITEKNIK KESEHATAN BANDUNG;44749400950;22864231301;Vokasi;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;632238;POLITEKNIK KESEHATAN TASIKMALAYA;18169930741;8687969095;Vokasi;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;632242;POLITEKNIK KESEHATAN SEMARANG;1.19567E+11;47393316930;Vokasi;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;632259;POLITEKNIK KESEHATAN SURAKARTA;75082848629;43156986345;Vokasi;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;632263;POLITEKNIK KESEHATAN JOGYAKARTA;40554260883;15165113231;Vokasi;Di Yogyakarta;0.12;1.38E+14;-2.68;3;14105;4.5;12.28;3.38
2020;632291;POLITEKNIK KESEHATAN PONTIANAK;28885419600;15218851645;Vokasi;Kalimantan Barat;-0.14;5.04E+13;-3.49;3;14105;4.5;7.17;5.81
2020;632306;POLITEKNIK KESEHATAN KALIMANTAN TIMUR;10779182611;4841088933;Vokasi;Kalimantan Timur;-0.15;1.46E+14;-5.42;3;14105;4.5;6.1;6.72
2020;632327;POLITEKNIK KESEHATAN MANADO;20157349808;8444224028;Vokasi;Sulawesi Utara;-0.9;2.07E+13;-3.84;3;14105;4.5;7.62;5.34
2020;632348;POLITEKNIK KESEHATAN MAKASSAR;29433670748;14628641958;Vokasi;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;634099;PUSAT PENELITIAN DAN PENGEMBANGAN TEKNOLOGI KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI;34227889433;6773012540;Balai Besar;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;634111;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI;15620240811;5088815220;Vokasi;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;637567;POLITEKNIK KESEHATAN MALANG;67261876349;28423168258;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;637588;POLITEKNIK KESEHATAN SURABAYA;52106571362;24186529286;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;638041;BADAN AKSESIBILITAS TELEKOMUNIKASI DAN INFORMASI (BAKTI);3.43533E+12;2.1058E+12;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;641952;RUMKIT BHAYANGKARA LEMDIKLAT POLRI;32065233945;16599692141;RS Polri;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;642158;RUMKIT BHAYANGKARA BRIMOB KELAPA DUA;1.03816E+11;36797406474;RS Polri;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;642818;RUMKIT BHAYANGKARA BANDUNG;99540685654;49670483107;RS Polri;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;644044;RUMKIT BHAYANGKARA KEDIRI;1.58158E+11;85243313123;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;644113;RUMKIT BHAYANGKARA WAHYU TUTUKO BOJONEGORO;22034714207;13681844318;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;644223;RUMKIT BHAYANGKARA BONDOWOSO;53117545442;28273022330;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;646307;RUMKIT BHAYANGKARA MAKASAR;1.46178E+11;78576678248;RS Polri;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;648261;RUMKIT BHAYANGKARA PUSAT PUSDOKKES POLRI;6.09225E+11;2.91728E+11;RS Polri;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;649910;POLITEKNIK TRANSPORTASI DARAT BALI;10488479971;1766338915;Vokasi;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;649911;BALAI PENDIDIKAN DAN PELATIHAN PENERBANGAN (BP3) CURUG;4223845573;2752086529;Vokasi;Banten;0.7;1.46E+14;-3.39;3;14105;4.5;5.92;8.01
2020;650447;RUMKIT BHAYANGKARA PUSDIKSABHARA LEMDIKLAT POLRI;79222149048;35985268565;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;650456;RUMKIT BHAYANGKARA SETUKPA LEMDIKLAT POLRI;33619901914;17851928274;RS Polri;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;650772;RUMKIT BHAYANGKARA JAMBI;57408498810;22434027854;RS Polri;Jambi;-0.64;4.84E+13;-0.51;3;14105;4.5;7.58;4.26
2020;651032;RUMKIT BHAYANGKARA SEMARANG;55994069348;31137717416;RS Polri;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;651135;RUMKIT BHAYANGKARA SURABAYA;1.42325E+11;57388573579;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;651203;RUMKIT BHAYANGKARA DENPASAR;34846388434;14373870357;RS Polri;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;651529;RUMKIT BHAYANGKARA BALIKPAPAN;37704587212;15129749758;RS Polri;Kalimantan Timur;-0.15;1.46E+14;-5.42;3;14105;4.5;6.1;6.72
2020;651732;RUMKIT BHAYANGKARA MANADO;53494516363;18586809859;RS Polri;Sulawesi Utara;-0.9;2.07E+13;-3.84;3;14105;4.5;7.62;5.34
2020;654603;POLITEKNIK PELAYARAN BANTEN;40202157233;17136458787;Vokasi;Banten;0.7;1.46E+14;-3.39;3;14105;4.5;5.92;8.01
2020;660056;LEMBAGA PENGELOLA MODAL USAHA KELAUTAN DAN PERIKANAN;66507540202;23073697260;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;667875;PUSAT PELAYANAN TEKNOLOGI;1.06345E+11;29800234859;Balai Besar;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;668309;PUSAT PERAGAAN IPTEK;1348781488;0;Balai Besar;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;677506;UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAWA TIMUR;1.47777E+11;52970895617;PTN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;677507;UNIVERSITAS NEGERI SEMARANG;3.64602E+11;1.54653E+11;PTN;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;677508;UNIVERSITAS SEBELAS MARET;6.76519E+11;2.63675E+11;PTN;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;677509;UNIVERSITAS NEGERI YOGYAKARTA;4.98512E+11;2.21131E+11;PTN;Di Yogyakarta;0.12;1.38E+14;-2.68;3;14105;4.5;12.28;3.38
2020;677511;UNIVERSITAS NEGERI SURABAYA;2.67895E+11;1.24056E+11;PTN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;677512;UNIVERSITAS BRAWIJAYA;1.09109E+12;4.05409E+11;PTN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;677517;UNIVERSITAS TANJUNGPURA;3.1466E+11;1.3511E+11;PTN;Kalimantan Barat;-0.14;5.04E+13;-3.49;3;14105;4.5;7.17;5.81
2020;677519;UNIVERSITAS SAM RATULANGI;2.09526E+11;93509069789;PTN;Sulawesi Utara;-0.9;2.07E+13;-3.84;3;14105;4.5;7.62;5.34
2020;677521;UNIVERSITAS NEGERI GORONTALO;1.20727E+11;46538510286;PTN;Gorontalo;0.81;1.02E+13;-0.25;3;14105;4.5;15.59;3.29
2020;677523;UNIVERSITAS NEGERI MAKASSAR;2.3026E+11;1.07211E+11;PTN;Sulawesi Selatan;-0.1;1.22E+14;-3.89;3;14105;4.5;8.72;6.31
2020;677526;UNIVERSITAS UDAYANA;4.98771E+11;1.91065E+11;PTN;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;677529;UNIVERSITAS BENGKULU;1.69407E+11;69145153849;PTN;Bengkulu;0.89;7.33E+13;-0.74;3;14105;4.5;15.03;4.07
2020;677530;UNIVERSITAS PENDIDIKAN GANESHA;97671202189;71080081598;PTN;Bali;1.52;2.24E+14;-9.33;3;14105;4.5;3.78;5.63
2020;677531;UNIVERSITAS TERBUKA;1.12897E+12;5.42128E+11;PTN;Banten;0.7;1.46E+14;-3.39;3;14105;4.5;5.92;8.01
2020;677557;UNIVERSITAS NEGERI JAKARTA;3.52145E+11;1.63911E+11;PTN;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;677558;UNIVERSITAS JENDERAL SUDIRMAN;2.50955E+11;84574852094;PTN;Jawa Tengah;3.25;1.35E+15;-5.93;3;14105;4.5;11.41;6.48
2020;677563;UNIVERSITAS NEGERI MALANG;2.40227E+11;52046095240;PTN;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;677565;UNIVERSITAS JAMBI;2.19067E+11;99912144177;PTN;Jambi;-0.64;4.84E+13;-0.51;3;14105;4.5;7.58;4.26
2020;677567;UNIVERSITAS MULAWARMAN;2.33418E+11;1.07494E+11;PTN;Kalimantan Timur;-0.15;1.46E+14;-5.42;3;14105;4.5;6.1;6.72
2020;677570;UNIVERSITAS SYIAH KUALA;2.79183E+11;95924573937;PTN;Aceh;3.59;1.61E+14;10.61;3;14105;4.5;14.99;6.59
2020;677573;UNIVERSITAS SULTAN AGENG TIRTAYASA;1.59145E+11;74330509435;PTN;Banten;0.7;1.46E+14;-3.39;3;14105;4.5;5.92;8.01
2020;677602;POLITEKNIK MANUFAKTUR NEGERI BANDUNG;17097220637;7241238228;Vokasi;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;677606;POLITEKNIK NEGERI MALANG;1.40596E+11;59224818827;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;679330;RUMKIT BHAYANGKARA BANDA ACEH;5570926175;0;RS Polri;Aceh;3.59;1.61E+14;10.61;3;14105;4.5;14.99;6.59
2020;679457;RUMKIT BHAYANGKARA BENGKULU;30966498487;16006779456;RS Polri;Bengkulu;0.89;7.33E+13;-0.74;3;14105;4.5;15.03;4.07
2020;679571;RUMKIT BHAYANGKARA INDRAMAYU;54642774513;25293766974;RS Polri;Jawa Barat;1.86;5.07E+14;-4.92;3;14105;4.5;7.88;7.71
2020;679614;RUMKIT BHAYANGKARA NGANJUK;67974517641;33874850943;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;679621;RUMKIT BHAYANGKARA TULUNGAGUNG;50723114738;28064573703;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;679635;RUMKIT BHAYANGKARA LUMAJANG;56814928277;27017436747;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;679986;RUMKIT BHAYANGKARA YOGYAKARTA;27907414519;8868459799;RS Polri;Di Yogyakarta;0.12;1.38E+14;-2.68;3;14105;4.5;12.28;4.28
2020;683499;BADAN PENGUSAHAAN KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS SABANG;977777238;53476048;KAWASAN;Aceh;3.59;1.61E+14;10.61;3;14105;4.5;14.99;6.59
2020;691117;LEMBAGA PENGELOLA DANA PENDIDIKAN;3.92067E+12;1.9181E+12;PENGELOLA DANA;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;15514;RS PUSAT OTAK NASIONAL;2.80485E+11;1.48E+11;RS Kemenkes;Dki Jakarta;1.59;6.38E+14;-2.39;3;14105;4.5;4.53;10.95
2020;51159;AKADEMI PENERBANGAN INDONESIA BANYUWANGI;25353194983;10561561524;Vokasi;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;51447;RUMKIT BHAYANGKARA PUSDIK BRIMOB LEMDIKLAT POLRI;17927629097;10047402683;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2020;55925;RUMKIT BHAYANGKARA HASTA BRATA BATU;24250203680;10914858168;RS Polri;Jawa Timur;2.02;5.49E+14;-5.87;3;14105;4.5;11.09;5.84
2021;130467;RUMKIT BHAYANGKARA PONTIANAK;90663669317;30168333487;RS Polri;Kalimantan Barat;-0.16;5.75E+13;10.81;3;14269;3.5;7.15;5.82
2021;237551;PUSAT VETERINER FARMA SURABAYA;17327954381;6280810144;Balai Besar;Jawa Timur;1.29;6.06E+14;7.06;3;14269;3.5;11.4;5.74
2021;239001;BALAI INSEMINASI BUATAN LEMBANG;20858845625;8302625481;Balai Besar;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;247136;BALAI BESAR INDUSTRI AGRO;27946735781;11319839512;Balai Besar;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;247140;BALAI BESAR BAHAN DAN BARANG TEKNIK;42610549746;19933220900;Balai Besar;Jawa Barat;1.77;5.47E+14;1.79;3;14269;3.5;8.4;8.92
2021;247161;BALAI BESAR TEKNOLOGI PENCEGAHAN PENCEMARAN INDUSTRI SEMARANG;10475120932;3092065282;Balai Besar;Jawa Tengah;1.47;1.42E+15;5.89;3;14269;3.5;11.79;5.95
